symbol,name,sector,industry
3372,関門海,Consumer Cyclical,小売業
3374,内外テック,Industrials,卸売業
3375,ＺＯＡ,Consumer Cyclical,小売業
3377,バイク王＆カンパニー,Industrials,卸売業
3382,セブン＆アイ・ホールディングス,Consumer Cyclical,小売業
3386,コスモ・バイオ,Industrials,卸売業
3387,クリエイト・レストランツ・ホールディングス,Consumer Cyclical,小売業
3388,明治電機工業,Industrials,卸売業
3391,ツルハホールディングス,Consumer Cyclical,小売業
3392,デリカフーズホールディングス,Industrials,卸売業
3393,スターティアホールディングス,Industrials,卸売業
3395,サンマルクホールディングス,Consumer Cyclical,小売業
3396,フェリシモ,Consumer Cyclical,小売業
3397,トリドールホールディングス,Consumer Cyclical,小売業
3399,丸千代山岡家,Consumer Cyclical,小売業
3401,帝人,Consumer Cyclical,繊維製品
3402,東レ,Consumer Cyclical,繊維製品
3405,クラレ,Materials,化学
3407,旭化成,Materials,化学
3409,北日本紡績,Consumer Cyclical,繊維製品
3415,ＴＯＫＹＯ　ＢＡＳＥ,Consumer Cyclical,小売業
3416,ピクスタ,Consumer Cyclical,小売業
3417,大木ヘルスケアホールディングス,Industrials,卸売業
3418,バルニバービ,Consumer Cyclical,小売業
3420,ケー・エフ・シー,Materials,金属製品
3421,稲葉製作所,Materials,金属製品
3422,Ｊ−ＭＡＸ,Materials,金属製品
3423,エスイー,Materials,金属製品
3426,アトムリビンテック,Materials,金属製品
3431,宮地エンジニアリンググループ,Materials,金属製品
3433,トーカロ,Materials,金属製品
3434,アルファ,Materials,金属製品
3435,サンコーテクノ,Materials,金属製品
3436,ＳＵＭＣＯ,Materials,金属製品
3437,特殊電極,Materials,金属製品
3439,三ツ知,Materials,金属製品
